Area,Perimeter,Class,,,,,,,,,,,,,,
53855,923.149,HOROZ,,,,,,,,,,,,,,
53862,939.408,HOROZ,,,,,,,,,,,,,,
53866,961.806,HOROZ,,,,,,,,,,,,,,
53870,928.608,HOROZ,,,,,,,,,,,,,,
53929,918.433,HOROZ,,,,,,,,,,,,,,
53931,915.794,HOROZ,,,,,,,,,,,,,,
53933,915.68,HOROZ,,,,,,,,,,,,,,
53937,922.703,HOROZ,,,,,,,,,,,,,,
53945,915.187,HOROZ,,,,,,,,,,,,,,
53957,927.991,HOROZ,,,,,,,,,,,,,,
53966,929.74,HOROZ,,,,,,,,,,,,,,
53978,924.848,HOROZ,,,,,,,,,,,,,,
53978,924.848,HOROZ,,,,,,,,,,,,,,
53983,933.999,HOROZ,,,,,,,,,,,,,,
54010,914.213,HOROZ,,,,,,,,,,,,,,
54018,916.231,HOROZ,,,,,,,,,,,,,,
54037,923.47,HOROZ,,,,,,,,,,,,,,
54037,920.421,HOROZ,,,,,,,,,,,,,,
54040,902.148,HOROZ,,,,,,,,,,,,,,
54040,917.08,HOROZ,,,,,,,,,,,,,,
54044,944.926,HOROZ,,,,,,,,,,,,,,
54046,951.099,HOROZ,,,,,,,,,,,,,,
54049,907.42,HOROZ,,,,,,,,,,,,,,
54064,893.898,HOROZ,,,,,,,,,,,,,,
54070,932.991,HOROZ,,,,,,,,,,,,,,
54082,914.723,HOROZ,,,,,,,,,,,,,,
54085,940.816,HOROZ,,,,,,,,,,,,,,
54088,948.654,HOROZ,,,,,,,,,,,,,,
54095,964.821,HOROZ,,,,,,,,,,,,,,
54096,935.844,HOROZ,,,,,,,,,,,,,,
54100,937.493,HOROZ,,,,,,,,,,,,,,
54113,919.682,HOROZ,,,,,,,,,,,,,,
54114,914.857,HOROZ,,,,,,,,,,,,,,
54128,937.48,HOROZ,,,,,,,,,,,,,,
54130,931.577,HOROZ,,,,,,,,,,,,,,
54133,919.075,HOROZ,,,,,,,,,,,,,,
54143,924.812,HOROZ,,,,,,,,,,,,,,
54147,919.032,HOROZ,,,,,,,,,,,,,,
54150,940.116,HOROZ,,,,,,,,,,,,,,
54150,941.398,HOROZ,,,,,,,,,,,,,,
54154,933.472,HOROZ,,,,,,,,,,,,,,
54160,929.492,HOROZ,,,,,,,,,,,,,,
54160,929.492,HOROZ,,,,,,,,,,,,,,
54165,947.34,HOROZ,,,,,,,,,,,,,,
54180,951.753,HOROZ,,,,,,,,,,,,,,
54186,935.38,HOROZ,,,,,,,,,,,,,,
54187,919.972,HOROZ,,,,,,,,,,,,,,
54187,919.972,HOROZ,,,,,,,,,,,,,,
54195,918.682,HOROZ,,,,,,,,,,,,,,
54195,927.979,HOROZ,,,,,,,,,,,,,,
54221,922.349,HOROZ,,,,,,,,,,,,,,
54224,907.212,HOROZ,,,,,,,,,,,,,,
54261,922.242,HOROZ,,,,,,,,,,,,,,
54267,905.389,HOROZ,,,,,,,,,,,,,,
54282,934.728,HOROZ,,,,,,,,,,,,,,
54287,923.619,HOROZ,,,,,,,,,,,,,,
54306,926.309,HOROZ,,,,,,,,,,,,,,
54312,926.03,HOROZ,,,,,,,,,,,,,,
54313,926.338,HOROZ,,,,,,,,,,,,,,
54314,925.054,HOROZ,,,,,,,,,,,,,,
54315,916.474,HOROZ,,,,,,,,,,,,,,
54318,919.579,HOROZ,,,,,,,,,,,,,,
54338,913.686,HOROZ,,,,,,,,,,,,,,
54338,925.712,HOROZ,,,,,,,,,,,,,,
54340,939.694,HOROZ,,,,,,,,,,,,,,
54349,929.772,HOROZ,,,,,,,,,,,,,,
54349,908.396,HOROZ,,,,,,,,,,,,,,
54358,958.816,HOROZ,,,,,,,,,,,,,,
54366,933.319,HOROZ,,,,,,,,,,,,,,
54379,915.524,HOROZ,,,,,,,,,,,,,,
54385,922.911,HOROZ,,,,,,,,,,,,,,
54388,941.251,HOROZ,,,,,,,,,,,,,,
54388,942.313,HOROZ,,,,,,,,,,,,,,
54390,902.376,HOROZ,,,,,,,,,,,,,,
54398,927.333,HOROZ,,,,,,,,,,,,,,
54403,939.604,HOROZ,,,,,,,,,,,,,,
54413,922.901,HOROZ,,,,,,,,,,,,,,
54413,923.367,HOROZ,,,,,,,,,,,,,,
54417,915.508,HOROZ,,,,,,,,,,,,,,
54421,925.405,HOROZ,,,,,,,,,,,,,,
54434,946.419,HOROZ,,,,,,,,,,,,,,
54435,924.191,HOROZ,,,,,,,,,,,,,,
54438,950.299,HOROZ,,,,,,,,,,,,,,
54447,915.829,HOROZ,,,,,,,,,,,,,,
54447,928.902,HOROZ,,,,,,,,,,,,,,
54455,942.256,HOROZ,,,,,,,,,,,,,,
54460,915.306,HOROZ,,,,,,,,,,,,,,
54471,915.945,HOROZ,,,,,,,,,,,,,,
54471,916.607,HOROZ,,,,,,,,,,,,,,
54485,948.85,HOROZ,,,,,,,,,,,,,,
54486,931.932,HOROZ,,,,,,,,,,,,,,
54488,934.949,HOROZ,,,,,,,,,,,,,,
54503,918.795,HOROZ,,,,,,,,,,,,,,
54508,967.731,HOROZ,,,,,,,,,,,,,,
54515,937.25,HOROZ,,,,,,,,,,,,,,
54530,943.55,HOROZ,,,,,,,,,,,,,,
54542,921.999,HOROZ,,,,,,,,,,,,,,
54556,922.518,HOROZ,,,,,,,,,,,,,,
54580,930.831,HOROZ,,,,,,,,,,,,,,
54591,912.897,HOROZ,,,,,,,,,,,,,,
54592,920.088,HOROZ,,,,,,,,,,,,,,
54600,915.833,HOROZ,,,,,,,,,,,,,,
54605,926.444,HOROZ,,,,,,,,,,,,,,
54608,918.369,HOROZ,,,,,,,,,,,,,,
54609,922.437,HOROZ,,,,,,,,,,,,,,
54620,925.689,HOROZ,,,,,,,,,,,,,,
54625,956.656,HOROZ,,,,,,,,,,,,,,
54628,943.267,HOROZ,,,,,,,,,,,,,,
54637,936.34,HOROZ,,,,,,,,,,,,,,
54643,933.139,HOROZ,,,,,,,,,,,,,,
54651,924.038,HOROZ,,,,,,,,,,,,,,
54666,930.268,HOROZ,,,,,,,,,,,,,,
54672,931.865,HOROZ,,,,,,,,,,,,,,
54689,911.217,HOROZ,,,,,,,,,,,,,,
54689,911.217,HOROZ,,,,,,,,,,,,,,
54704,934.794,HOROZ,,,,,,,,,,,,,,
54711,927.837,HOROZ,,,,,,,,,,,,,,
54717,922.315,HOROZ,,,,,,,,,,,,,,
54722,932.823,HOROZ,,,,,,,,,,,,,,
54768,930.691,HOROZ,,,,,,,,,,,,,,
54781,926.351,HOROZ,,,,,,,,,,,,,,
54781,918.288,HOROZ,,,,,,,,,,,,,,
54785,933.137,HOROZ,,,,,,,,,,,,,,
54791,928.894,HOROZ,,,,,,,,,,,,,,
54792,929.887,HOROZ,,,,,,,,,,,,,,
54818,920.893,HOROZ,,,,,,,,,,,,,,
54821,940.045,HOROZ,,,,,,,,,,,,,,
54825,929.507,HOROZ,,,,,,,,,,,,,,
54854,932.182,HOROZ,,,,,,,,,,,,,,
54860,911.589,HOROZ,,,,,,,,,,,,,,
54860,911.589,HOROZ,,,,,,,,,,,,,,
54861,912.768,HOROZ,,,,,,,,,,,,,,
54865,978.982,HOROZ,,,,,,,,,,,,,,
54878,943.81,HOROZ,,,,,,,,,,,,,,
54881,913.005,HOROZ,,,,,,,,,,,,,,
54885,928.343,HOROZ,,,,,,,,,,,,,,
54888,925.035,HOROZ,,,,,,,,,,,,,,
54919,937.67,HOROZ,,,,,,,,,,,,,,
54942,935.192,HOROZ,,,,,,,,,,,,,,
54949,928.9,HOROZ,,,,,,,,,,,,,,
54954,917.472,HOROZ,,,,,,,,,,,,,,
54954,917.472,HOROZ,,,,,,,,,,,,,,
54960,932.504,HOROZ,,,,,,,,,,,,,,
54982,916.327,HOROZ,,,,,,,,,,,,,,
54983,941.046,HOROZ,,,,,,,,,,,,,,
54987,946.884,HOROZ,,,,,,,,,,,,,,
54991,906.255,HOROZ,,,,,,,,,,,,,,
55013,924.981,HOROZ,,,,,,,,,,,,,,
55017,937.207,HOROZ,,,,,,,,,,,,,,
55019,931.185,HOROZ,,,,,,,,,,,,,,
55035,917.6,HOROZ,,,,,,,,,,,,,,
55039,938.168,HOROZ,,,,,,,,,,,,,,
55046,946.19,HOROZ,,,,,,,,,,,,,,
55054,928.326,HOROZ,,,,,,,,,,,,,,
55080,939.289,HOROZ,,,,,,,,,,,,,,
55086,940.551,HOROZ,,,,,,,,,,,,,,
55103,904.195,HOROZ,,,,,,,,,,,,,,
55106,927.101,HOROZ,,,,,,,,,,,,,,
55127,928.946,HOROZ,,,,,,,,,,,,,,
55132,943.285,HOROZ,,,,,,,,,,,,,,
55136,934.076,HOROZ,,,,,,,,,,,,,,
55138,925.042,HOROZ,,,,,,,,,,,,,,
55145,930.03,HOROZ,,,,,,,,,,,,,,
55145,930.03,HOROZ,,,,,,,,,,,,,,
55148,939.385,HOROZ,,,,,,,,,,,,,,
55152,930.392,HOROZ,,,,,,,,,,,,,,
55175,962.44,HOROZ,,,,,,,,,,,,,,
55177,927.376,HOROZ,,,,,,,,,,,,,,
55232,923.946,HOROZ,,,,,,,,,,,,,,
55241,929.292,HOROZ,,,,,,,,,,,,,,
55243,919.386,HOROZ,,,,,,,,,,,,,,
55245,953.409,HOROZ,,,,,,,,,,,,,,
55246,926.565,HOROZ,,,,,,,,,,,,,,
55248,929.855,HOROZ,,,,,,,,,,,,,,
55259,959.642,HOROZ,,,,,,,,,,,,,,
55261,919.849,HOROZ,,,,,,,,,,,,,,
55272,938.937,HOROZ,,,,,,,,,,,,,,
55275,926.543,HOROZ,,,,,,,,,,,,,,
55277,939.509,HOROZ,,,,,,,,,,,,,,
55300,930.782,HOROZ,,,,,,,,,,,,,,
55308,964.005,HOROZ,,,,,,,,,,,,,,
55310,911.785,HOROZ,,,,,,,,,,,,,,
55314,921.142,HOROZ,,,,,,,,,,,,,,
55319,933.642,HOROZ,,,,,,,,,,,,,,
55325,930.973,HOROZ,,,,,,,,,,,,,,
55333,932.896,HOROZ,,,,,,,,,,,,,,
55352,915.784,HOROZ,,,,,,,,,,,,,,
55365,955.489,HOROZ,,,,,,,,,,,,,,
55374,936.083,HOROZ,,,,,,,,,,,,,,
55381,914.969,HOROZ,,,,,,,,,,,,,,
55382,922.802,HOROZ,,,,,,,,,,,,,,
55388,934.878,HOROZ,,,,,,,,,,,,,,
55405,935.033,HOROZ,,,,,,,,,,,,,,
55412,950.15,HOROZ,,,,,,,,,,,,,,
55423,943.28,HOROZ,,,,,,,,,,,,,,
55428,928.665,HOROZ,,,,,,,,,,,,,,
55430,943.99,HOROZ,,,,,,,,,,,,,,
55459,924.069,HOROZ,,,,,,,,,,,,,,
55466,956.294,HOROZ,,,,,,,,,,,,,,
55473,949.798,HOROZ,,,,,,,,,,,,,,
55474,927.591,HOROZ,,,,,,,,,,,,,,
55475,971.678,HOROZ,,,,,,,,,,,,,,
55487,915.307,HOROZ,,,,,,,,,,,,,,
55488,930.585,HOROZ,,,,,,,,,,,,,,
55502,932.457,HOROZ,,,,,,,,,,,,,,
55505,942.35,HOROZ,,,,,,,,,,,,,,
55532,915.732,HOROZ,,,,,,,,,,,,,,
55538,943.742,HOROZ,,,,,,,,,,,,,,
55539,925.316,HOROZ,,,,,,,,,,,,,,
55547,940.167,HOROZ,,,,,,,,,,,,,,
55552,954.895,HOROZ,,,,,,,,,,,,,,
55559,934.184,HOROZ,,,,,,,,,,,,,,
55573,916.723,HOROZ,,,,,,,,,,,,,,
55605,955.326,HOROZ,,,,,,,,,,,,,,
55612,982.961,HOROZ,,,,,,,,,,,,,,
55616,910.56,HOROZ,,,,,,,,,,,,,,
55617,920.148,HOROZ,,,,,,,,,,,,,,
55647,948.511,HOROZ,,,,,,,,,,,,,,
55654,937.416,HOROZ,,,,,,,,,,,,,,
55668,920.338,HOROZ,,,,,,,,,,,,,,
55672,952.751,HOROZ,,,,,,,,,,,,,,
55689,925.555,HOROZ,,,,,,,,,,,,,,
55689,925.555,HOROZ,,,,,,,,,,,,,,
55695,925.046,HOROZ,,,,,,,,,,,,,,
55701,932.537,HOROZ,,,,,,,,,,,,,,
55702,944.889,HOROZ,,,,,,,,,,,,,,
55703,966.607,HOROZ,,,,,,,,,,,,,,
55703,932.685,HOROZ,,,,,,,,,,,,,,
55705,932.287,HOROZ,,,,,,,,,,,,,,
55706,957.611,HOROZ,,,,,,,,,,,,,,
55718,913.737,HOROZ,,,,,,,,,,,,,,
55720,922.19,HOROZ,,,,,,,,,,,,,,
55735,923.024,HOROZ,,,,,,,,,,,,,,
55736,935.811,HOROZ,,,,,,,,,,,,,,
55741,938.383,HOROZ,,,,,,,,,,,,,,
55747,937.638,HOROZ,,,,,,,,,,,,,,
55749,926.981,HOROZ,,,,,,,,,,,,,,
55758,936.443,HOROZ,,,,,,,,,,,,,,
55758,939.249,HOROZ,,,,,,,,,,,,,,
55760,958.014,HOROZ,,,,,,,,,,,,,,
55779,924.817,HOROZ,,,,,,,,,,,,,,
55789,916.971,HOROZ,,,,,,,,,,,,,,
55798,928.865,HOROZ,,,,,,,,,,,,,,
55823,942.888,HOROZ,,,,,,,,,,,,,,
55829,929.625,HOROZ,,,,,,,,,,,,,,
55838,950.359,HOROZ,,,,,,,,,,,,,,
55842,929.15,HOROZ,,,,,,,,,,,,,,
55846,930.567,HOROZ,,,,,,,,,,,,,,
55847,915.961,HOROZ,,,,,,,,,,,,,,
55860,941.12,HOROZ,,,,,,,,,,,,,,
55877,929.728,HOROZ,,,,,,,,,,,,,,
55878,953.303,HOROZ,,,,,,,,,,,,,,
55884,950.102,HOROZ,,,,,,,,,,,,,,
55941,918.733,HOROZ,,,,,,,,,,,,,,
55953,935.428,HOROZ,,,,,,,,,,,,,,
55976,945.068,HOROZ,,,,,,,,,,,,,,
55987,930.964,HOROZ,,,,,,,,,,,,,,
56056,931.194,HOROZ,,,,,,,,,,,,,,
56063,938.306,HOROZ,,,,,,,,,,,,,,
56069,932.592,HOROZ,,,,,,,,,,,,,,
56104,943.633,HOROZ,,,,,,,,,,,,,,
56116,956.5,HOROZ,,,,,,,,,,,,,,
56137,932.009,HOROZ,,,,,,,,,,,,,,
56154,936.002,HOROZ,,,,,,,,,,,,,,
56161,936.82,HOROZ,,,,,,,,,,,,,,
56178,939.382,HOROZ,,,,,,,,,,,,,,
56192,963.141,HOROZ,,,,,,,,,,,,,,
56232,941.886,HOROZ,,,,,,,,,,,,,,
56247,965.918,HOROZ,,,,,,,,,,,,,,
56248,946.999,HOROZ,,,,,,,,,,,,,,
56290,933.828,HOROZ,,,,,,,,,,,,,,
56301,960.988,HOROZ,,,,,,,,,,,,,,
56305,928.99,HOROZ,,,,,,,,,,,,,,
56313,926.125,HOROZ,,,,,,,,,,,,,,
56318,1026.226,HOROZ,,,,,,,,,,,,,,
56329,1019.436,HOROZ,,,,,,,,,,,,,,
56334,989.798,HOROZ,,,,,,,,,,,,,,
56337,942.939,HOROZ,,,,,,,,,,,,,,
56392,930.097,HOROZ,,,,,,,,,,,,,,
56404,922.589,HOROZ,,,,,,,,,,,,,,
56407,935.855,HOROZ,,,,,,,,,,,,,,
56413,929.481,HOROZ,,,,,,,,,,,,,,
56413,929.481,HOROZ,,,,,,,,,,,,,,
56433,948.827,HOROZ,,,,,,,,,,,,,,
56437,949.365,HOROZ,,,,,,,,,,,,,,
56437,927.722,HOROZ,,,,,,,,,,,,,,
56450,961.485,HOROZ,,,,,,,,,,,,,,
56462,967.154,HOROZ,,,,,,,,,,,,,,
56476,974.851,HOROZ,,,,,,,,,,,,,,
56484,926.135,HOROZ,,,,,,,,,,,,,,
56514,939.837,HOROZ,,,,,,,,,,,,,,
56522,936.671,HOROZ,,,,,,,,,,,,,,
56526,945.246,HOROZ,,,,,,,,,,,,,,
56536,960.439,HOROZ,,,,,,,,,,,,,,
56539,943.147,HOROZ,,,,,,,,,,,,,,
56539,943.147,HOROZ,,,,,,,,,,,,,,
56570,921.703,HOROZ,,,,,,,,,,,,,,
56596,961.101,HOROZ,,,,,,,,,,,,,,
56606,933.43,HOROZ,,,,,,,,,,,,,,
56612,950.496,HOROZ,,,,,,,,,,,,,,
56612,943.324,HOROZ,,,,,,,,,,,,,,
56614,932.14,HOROZ,,,,,,,,,,,,,,
56638,946.024,HOROZ,,,,,,,,,,,,,,
56688,940.402,HOROZ,,,,,,,,,,,,,,
56706,924.217,HOROZ,,,,,,,,,,,,,,
56724,933.793,HOROZ,,,,,,,,,,,,,,
56731,937.119,HOROZ,,,,,,,,,,,,,,
56733,923.164,HOROZ,,,,,,,,,,,,,,
56759,949.722,HOROZ,,,,,,,,,,,,,,
56761,959.439,HOROZ,,,,,,,,,,,,,,
56761,959.439,HOROZ,,,,,,,,,,,,,,
56784,937.059,HOROZ,,,,,,,,,,,,,,
56821,965.022,HOROZ,,,,,,,,,,,,,,
56839,954.661,HOROZ,,,,,,,,,,,,,,
56846,954.252,HOROZ,,,,,,,,,,,,,,
56849,988.944,HOROZ,,,,,,,,,,,,,,
56860,958.802,HOROZ,,,,,,,,,,,,,,
56866,975.289,HOROZ,,,,,,,,,,,,,,
56872,963.388,HOROZ,,,,,,,,,,,,,,
56889,951.582,HOROZ,,,,,,,,,,,,,,
56889,951.582,HOROZ,,,,,,,,,,,,,,
56899,940.939,HOROZ,,,,,,,,,,,,,,
56905,958.956,HOROZ,,,,,,,,,,,,,,
56906,949.645,HOROZ,,,,,,,,,,,,,,
56915,935.831,HOROZ,,,,,,,,,,,,,,
56932,952.347,HOROZ,,,,,,,,,,,,,,
56936,961.62,HOROZ,,,,,,,,,,,,,,
56978,964.644,HOROZ,,,,,,,,,,,,,,
56981,1069.916,HOROZ,,,,,,,,,,,,,,
56987,927.498,HOROZ,,,,,,,,,,,,,,
57011,942.7,HOROZ,,,,,,,,,,,,,,
57015,966.209,HOROZ,,,,,,,,,,,,,,
57016,937.521,HOROZ,,,,,,,,,,,,,,
57027,946.971,HOROZ,,,,,,,,,,,,,,
57029,953.664,HOROZ,,,,,,,,,,,,,,
57029,953.664,HOROZ,,,,,,,,,,,,,,
57030,962.609,HOROZ,,,,,,,,,,,,,,
57037,937.725,HOROZ,,,,,,,,,,,,,,
57055,937.369,HOROZ,,,,,,,,,,,,,,
57062,947.339,HOROZ,,,,,,,,,,,,,,
57074,953.638,HOROZ,,,,,,,,,,,,,,
57104,946.381,HOROZ,,,,,,,,,,,,,,
57106,945.662,HOROZ,,,,,,,,,,,,,,
57109,969.163,HOROZ,,,,,,,,,,,,,,
57109,967.159,HOROZ,,,,,,,,,,,,,,
57115,957.55,HOROZ,,,,,,,,,,,,,,
57121,941.078,HOROZ,,,,,,,,,,,,,,
57126,961.521,HOROZ,,,,,,,,,,,,,,
57128,957.514,HOROZ,,,,,,,,,,,,,,
57128,941.454,HOROZ,,,,,,,,,,,,,,
57134,948.593,HOROZ,,,,,,,,,,,,,,
57140,971.769,HOROZ,,,,,,,,,,,,,,
57141,945.44,HOROZ,,,,,,,,,,,,,,
57150,956.504,HOROZ,,,,,,,,,,,,,,
57164,918.841,HOROZ,,,,,,,,,,,,,,
57189,975.783,HOROZ,,,,,,,,,,,,,,
57193,974.719,HOROZ,,,,,,,,,,,,,,
57217,948.292,HOROZ,,,,,,,,,,,,,,
57229,934.644,HOROZ,,,,,,,,,,,,,,
57230,953.606,HOROZ,,,,,,,,,,,,,,
57273,946.538,HOROZ,,,,,,,,,,,,,,
57282,959.521,HOROZ,,,,,,,,,,,,,,
57283,963.934,HOROZ,,,,,,,,,,,,,,
57304,946.431,HOROZ,,,,,,,,,,,,,,
57311,953.118,HOROZ,,,,,,,,,,,,,,
57349,942.944,HOROZ,,,,,,,,,,,,,,
57352,967.188,HOROZ,,,,,,,,,,,,,,
57356,973.845,HOROZ,,,,,,,,,,,,,,
57366,956.177,HOROZ,,,,,,,,,,,,,,
57371,905.574,HOROZ,,,,,,,,,,,,,,
57371,959.093,HOROZ,,,,,,,,,,,,,,
57385,960.547,HOROZ,,,,,,,,,,,,,,
57385,951.325,HOROZ,,,,,,,,,,,,,,
57397,950.739,HOROZ,,,,,,,,,,,,,,
57410,988.594,HOROZ,,,,,,,,,,,,,,
57419,942.998,HOROZ,,,,,,,,,,,,,,
57428,950.056,HOROZ,,,,,,,,,,,,,,
57431,944.296,HOROZ,,,,,,,,,,,,,,
57440,964.157,HOROZ,,,,,,,,,,,,,,
57463,1011.659,HOROZ,,,,,,,,,,,,,,
57469,944.771,HOROZ,,,,,,,,,,,,,,
57493,959.576,HOROZ,,,,,,,,,,,,,,
57500,921.621,HOROZ,,,,,,,,,,,,,,
57504,954.593,HOROZ,,,,,,,,,,,,,,
57512,936.819,HOROZ,,,,,,,,,,,,,,
57517,965.524,HOROZ,,,,,,,,,,,,,,
57526,943.161,HOROZ,,,,,,,,,,,,,,
57531,960.364,HOROZ,,,,,,,,,,,,,,
57534,939.89,HOROZ,,,,,,,,,,,,,,
57544,939.415,HOROZ,,,,,,,,,,,,,,
57550,948.049,HOROZ,,,,,,,,,,,,,,
57551,961.761,HOROZ,,,,,,,,,,,,,,
57576,952.747,HOROZ,,,,,,,,,,,,,,
57582,944.376,HOROZ,,,,,,,,,,,,,,
57585,955.589,HOROZ,,,,,,,,,,,,,,
57592,989.579,HOROZ,,,,,,,,,,,,,,
57597,943.978,HOROZ,,,,,,,,,,,,,,
57615,943.606,HOROZ,,,,,,,,,,,,,,
57615,954.153,HOROZ,,,,,,,,,,,,,,
57618,957.302,HOROZ,,,,,,,,,,,,,,
57656,977.824,HOROZ,,,,,,,,,,,,,,
57659,955.434,HOROZ,,,,,,,,,,,,,,
57693,950.577,HOROZ,,,,,,,,,,,,,,
57737,942.475,HOROZ,,,,,,,,,,,,,,
57750,946.798,HOROZ,,,,,,,,,,,,,,
57765,963.255,HOROZ,,,,,,,,,,,,,,
57775,958.851,HOROZ,,,,,,,,,,,,,,
57778,937.572,HOROZ,,,,,,,,,,,,,,
57781,958.226,HOROZ,,,,,,,,,,,,,,
57783,970.455,HOROZ,,,,,,,,,,,,,,
57800,932.687,HOROZ,,,,,,,,,,,,,,
57812,1003.281,HOROZ,,,,,,,,,,,,,,
57817,952.871,HOROZ,,,,,,,,,,,,,,
57822,960.638,HOROZ,,,,,,,,,,,,,,
57827,966.867,HOROZ,,,,,,,,,,,,,,
57849,938.662,HOROZ,,,,,,,,,,,,,,
57858,944.532,HOROZ,,,,,,,,,,,,,,
57860,952.872,HOROZ,,,,,,,,,,,,,,
57869,945.702,HOROZ,,,,,,,,,,,,,,
57878,950.746,HOROZ,,,,,,,,,,,,,,
57879,968.553,HOROZ,,,,,,,,,,,,,,
57883,970.771,HOROZ,,,,,,,,,,,,,,
57886,985.808,HOROZ,,,,,,,,,,,,,,
57886,985.808,HOROZ,,,,,,,,,,,,,,
57904,966.171,HOROZ,,,,,,,,,,,,,,
57905,945.761,HOROZ,,,,,,,,,,,,,,
57948,969.322,HOROZ,,,,,,,,,,,,,,
57948,970.925,HOROZ,,,,,,,,,,,,,,
57949,964.495,HOROZ,,,,,,,,,,,,,,
58051,949.199,HOROZ,,,,,,,,,,,,,,
58057,961.547,HOROZ,,,,,,,,,,,,,,
58072,965.068,HOROZ,,,,,,,,,,,,,,
58098,975.927,HOROZ,,,,,,,,,,,,,,
58121,933.902,HOROZ,,,,,,,,,,,,,,
58122,969.626,HOROZ,,,,,,,,,,,,,,
58138,947.842,HOROZ,,,,,,,,,,,,,,
58167,968.803,HOROZ,,,,,,,,,,,,,,
58169,955.238,HOROZ,,,,,,,,,,,,,,
58170,971.247,HOROZ,,,,,,,,,,,,,,
58176,950.621,HOROZ,,,,,,,,,,,,,,
58176,949.025,HOROZ,,,,,,,,,,,,,,
58182,961.668,HOROZ,,,,,,,,,,,,,,
58188,967.634,HOROZ,,,,,,,,,,,,,,
58200,975.344,HOROZ,,,,,,,,,,,,,,
58222,945.639,HOROZ,,,,,,,,,,,,,,
58225,950.191,HOROZ,,,,,,,,,,,,,,
58229,960.382,HOROZ,,,,,,,,,,,,,,
58233,967.138,HOROZ,,,,,,,,,,,,,,
58238,971.303,HOROZ,,,,,,,,,,,,,,
58239,951.842,HOROZ,,,,,,,,,,,,,,
58239,946.545,HOROZ,,,,,,,,,,,,,,
58246,962.065,HOROZ,,,,,,,,,,,,,,
58248,958.961,HOROZ,,,,,,,,,,,,,,
58264,932.668,HOROZ,,,,,,,,,,,,,,
58274,983.251,HOROZ,,,,,,,,,,,,,,
58290,963.96,HOROZ,,,,,,,,,,,,,,
58303,960.402,HOROZ,,,,,,,,,,,,,,
58351,953.003,HOROZ,,,,,,,,,,,,,,
58380,960.731,HOROZ,,,,,,,,,,,,,,
58386,953.693,HOROZ,,,,,,,,,,,,,,
58395,979.459,HOROZ,,,,,,,,,,,,,,
58410,983.302,HOROZ,,,,,,,,,,,,,,
58419,982.432,HOROZ,,,,,,,,,,,,,,
58428,968.674,HOROZ,,,,,,,,,,,,,,
58434,980.706,HOROZ,,,,,,,,,,,,,,
58454,964.813,HOROZ,,,,,,,,,,,,,,
58484,956.166,HOROZ,,,,,,,,,,,,,,
58485,941.636,HOROZ,,,,,,,,,,,,,,
58485,952.905,HOROZ,,,,,,,,,,,,,,
58490,945.13,HOROZ,,,,,,,,,,,,,,
58500,935.208,HOROZ,,,,,,,,,,,,,,
58515,948.901,HOROZ,,,,,,,,,,,,,,
58526,977.222,HOROZ,,,,,,,,,,,,,,
58533,953.599,HOROZ,,,,,,,,,,,,,,
58542,943.418,HOROZ,,,,,,,,,,,,,,
58554,977.608,HOROZ,,,,,,,,,,,,,,
58559,968.672,HOROZ,,,,,,,,,,,,,,
58566,967.382,HOROZ,,,,,,,,,,,,,,
58573,960.965,HOROZ,,,,,,,,,,,,,,
58575,943.964,HOROZ,,,,,,,,,,,,,,
58604,965.098,HOROZ,,,,,,,,,,,,,,
58608,964.516,HOROZ,,,,,,,,,,,,,,
58629,977.866,HOROZ,,,,,,,,,,,,,,
58635,975.011,HOROZ,,,,,,,,,,,,,,
58639,954.844,HOROZ,,,,,,,,,,,,,,
58646,978.805,HOROZ,,,,,,,,,,,,,,
58667,941.385,HOROZ,,,,,,,,,,,,,,
58678,960.283,HOROZ,,,,,,,,,,,,,,
58699,973.9,HOROZ,,,,,,,,,,,,,,
58706,952.554,HOROZ,,,,,,,,,,,,,,
58720,978.223,HOROZ,,,,,,,,,,,,,,
58757,951.819,HOROZ,,,,,,,,,,,,,,
58778,963.455,HOROZ,,,,,,,,,,,,,,
58780,954.296,HOROZ,,,,,,,,,,,,,,
58804,989.481,HOROZ,,,,,,,,,,,,,,
58811,953.661,HOROZ,,,,,,,,,,,,,,
58825,966.962,HOROZ,,,,,,,,,,,,,,
58842,974.928,HOROZ,,,,,,,,,,,,,,
58846,947.248,HOROZ,,,,,,,,,,,,,,
58849,959.596,HOROZ,,,,,,,,,,,,,,
58869,1011.122,HOROZ,,,,,,,,,,,,,,
58887,946.704,HOROZ,,,,,,,,,,,,,,
58891,966.204,HOROZ,,,,,,,,,,,,,,
58891,966.204,HOROZ,,,,,,,,,,,,,,
58917,971.554,HOROZ,,,,,,,,,,,,,,
58931,957.164,HOROZ,,,,,,,,,,,,,,
58932,971.423,HOROZ,,,,,,,,,,,,,,
58933,947.479,HOROZ,,,,,,,,,,,,,,
58959,958.214,HOROZ,,,,,,,,,,,,,,
59015,974.721,HOROZ,,,,,,,,,,,,,,
59030,973.241,HOROZ,,,,,,,,,,,,,,
59088,977.984,HOROZ,,,,,,,,,,,,,,
59101,978.715,HOROZ,,,,,,,,,,,,,,
59104,963.549,HOROZ,,,,,,,,,,,,,,
59105,957.363,HOROZ,,,,,,,,,,,,,,
59105,957.363,HOROZ,,,,,,,,,,,,,,
59157,950.086,HOROZ,,,,,,,,,,,,,,
